startup,label,status
Direct Flow Medical,2,operating
DirectPointe,1,acquired
Directr,1,acquired
Discera,2,operating
DisclosureNet Inc.,2,operating
Disconnect,2,operating
Discount Park and Ride,2,operating
DiscountIF,2,operating
Discourse Analytics,2,operating
DiscoveRX,2,operating
Discoverly,2,operating
Discoveroom P.C.,2,operating
Discovery Labs,2,operating
Disease Diagnostic Group,2,operating
Disenia,2,operating
Dishable,2,operating
Dispatch,1,acquired
Dispersol Technologies,2,operating
Displair,2,operating
DisplayLink,2,operating
Dispop,2,operating
Disqus,2,operating
Disruption Corp,2,operating
Disruptor Beam,2,operating
Distil Interactive,1,acquired
Distil Networks,2,operating
Ditto Labs,2,operating
Diurnal,2,operating
DivX,1,acquired
Diversion,0,closed
Divesquare,2,operating
Divide,1,acquired
Dividend Solar,2,operating
Divshot,2,operating
Diwanee,2,operating
Dixero International SA,2,operating
Dizzywood,2,operating
Dlyte.com,2,operating
DoNanza,2,operating
DoPay,2,operating
Dobleas,2,operating
DocLogix,2,operating
DocRun,2,operating
Docalytics,2,operating
DocbookMD,2,operating
Docebo,2,operating
Docker,2,operating
Docphin,2,operating
Docracy,2,operating
Docstoc,1,acquired
Doctolib,2,operating
Doctor At Work,2,operating
Doctor kinetic,2,operating
Doctor on Demand,2,operating
DoctorAtWork.com,2,operating
DocuSign,2,operating
DocuTAP,2,operating
Document Security Systems,2,operating
Docurated,2,operating
DogVacay,2,operating
Dojo,2,operating
DokDok,1,acquired
Dollar Shave Club,2,operating
Dolls Kill,2,operating
Domain Holdings Group,2,operating
Domain Surgical,2,operating
Domainex,2,operating
Dome9 Security,2,operating
Domee,2,operating
Domino,2,operating
Domino Street,2,operating
Domo,2,operating
Domob,2,operating
DonorPath,2,operating
DonorsPlay,2,operating
Donuts,2,operating
Doochoo,2,operating
Door to Door Organics,2,operating
DoorDash,2,operating
Doostang,1,acquired
DormNoise,0,closed
Dormir,2,operating
DotAlign,2,operating
DotBlu,0,closed
Dotted Block,2,operating
Douban,2,operating
Double Fusion,2,operating
DoubleDutch,2,operating
DoublePositive,2,operating
DoubleVerify,2,operating
Douguo,2,operating
Dowley Security Systems,2,operating
Downtown,2,operating
Downtyme,2,operating
Doximity,2,operating
Doyenz,1,acquired
Dr. TATTOFF,2,operating
DrEd Online Doctor,2,operating
Draft,1,acquired
DraftKings,2,operating
Draftstreet,1,acquired
Dragon Innovation,2,operating
Draker,2,operating
DramaFever,1,acquired
DrawQuest,0,closed
Drawbridge Inc.,2,operating
Dream Industries,2,operating
DreamBox Learning,2,operating
DreamFactory Software,2,operating
DreamLines,2,operating
Dreamweaver International,2,operating
Dreamzer Games,2,operating
Drifty,2,operating
Drill Map,2,operating
Drillinginfo,2,operating
Drimki,2,operating
Drink Up Downtown,2,operating
DripDrop,2,operating
Drippler,2,operating
Drive Power,2,operating
Drive.SG,2,operating
DriverSide,2,operating
Driverdo,2,operating
Driveway Software,2,operating
Drivewyze,2,operating
Drivr,2,operating
Drizly,2,operating
Drobo,2,operating
Droid system master,2,operating
DroneDeploy,2,operating
Drop,2,operating
DropShip,2,operating
DropThought,2,operating
Dropbox,2,operating
Dropcam,1,acquired
Dropifi,2,operating
Droplet,2,operating
Droplr,2,operating
Druva,2,operating
Drybar,2,operating
Drync,2,operating
Dstillery (formerly Media6Degrees),2,operating
DubMeNow,0,closed
Dublin Distillers,2,operating
Ducksboard,1,acquired
Duda,2,operating
DueDil,2,operating
Duetto,2,operating
Dujour App,2,operating
Dune Medical Devices,2,operating
Dunwello,2,operating
Duo Security,2,operating
Duolingo,2,operating
Dustcloud,2,operating
Duxter,2,operating
DwellAware,2,operating
Dwllr,2,operating
Dwolla,2,operating
DxNA,2,operating
DxTerity,2,operating
Dynadmic,2,operating
Dynamic Defense Materials,2,operating
Dynamic Signal,2,operating
Dynamic Yield,2,operating
DynamicOps,1,acquired
Dynamics,2,operating
Dynamics Direct,2,operating
Dynamis Software,2,operating
Dynamo Media,2,operating
Dynamo Micropower,2,operating
Dyyno,0,closed
Dónde,2,operating
E Ink,1,acquired
E la Carte,2,operating
E-Band Communications,2,operating
E-Blink,2,operating
E-Box - Blogo.it,1,acquired
E-Car Club,2,operating
E-Duction,2,operating
E-Health Records International,2,operating
E2E Networks,2,operating
EAT Club,2,operating
EBR Systems,2,operating
ECI Telecom,2,operating
ECKey,2,operating
ECOtality,0,closed
EDAN,2,operating
EDITD,2,operating
EDP Biotech,2,operating
EGEN,2,operating
EKOS Corporation,1,acquired
ELENZA,2,operating
ELERTS,2,operating
EMKinetics,2,operating
EMOSpeech,2,operating
ENDOTRONIX,2,operating
ENTEROME Bioscience,2,operating
ENTrigue Surgical,1,acquired
EO2 Concepts,2,operating
EPIC Research & Diagnostics,2,operating
EPINEX DIAGNOSTICS,2,operating
EQAL,1,acquired
EQO,0,closed
EQUISO,2,operating
ERA Biotech,2,operating
ERN,2,operating
ERPLY,2,operating
ERUCES,0,closed
ERYtech Pharma,2,operating
ESBATech,1,acquired
ET Solar Group,2,operating
ET Water,2,operating
ETC Education,2,operating
EUCODIS Bioscience,0,closed
EUSA Pharma,1,acquired
EV Connect,2,operating
EVALS.NET,2,operating
EVO Media Group,2,operating
EVRYTHNG,2,operating
EXPO,2,operating
EXPO Communications,2,operating
EZBOB,2,operating
EZChip,2,operating
Eachbaby,2,operating
Eagle Alpha,2,operating
Eagle Genomics,2,operating
EagleNinja,2,operating
EarDish,2,operating
EarLens,2,operating
Earbits,2,operating
Earl Energy,2,operating
EarlySense,2,operating
EarlyTracks,2,operating
Earnix,2,operating
Earshot,2,operating
Earth Class Mail,2,operating
Easel Learn,2,operating
Easy Metrics,2,operating
Easy Social Shop,2,operating
Easy Solutions,2,operating
Easy Taxi,2,operating
Easy Voyage,2,operating
EasyPost,2,operating
EasyProperty,2,operating
EatStreet,2,operating
Ebury,2,operating
Ebyline,2,operating
Ecal,2,operating
Ecast,0,closed
Echo Therapeutics,2,operating
Echo360,2,operating
EchoPixel,2,operating
EchoSign,1,acquired
Echogen Power Systems,2,operating
Echometrix,2,operating
Echopass Corporation,1,acquired
Echovox,2,operating
Ecinity,2,operating
Eclector,0,closed
Eco Market,2,operating
Eco Plastics,2,operating
Eco Power Solutions,2,operating
Eco Products,2,operating
EcoFactor,2,operating
EcoMotors,2,operating
EcoSMART Technologies,2,operating
EcoScraps,2,operating
EcoSense Lighting,2,operating
EcoSurge,2,operating
EcoVadis,2,operating
Ecoark,2,operating
Ecochlor,2,operating
Ecociclus,2,operating
Ecohaus,2,operating
Ecolibrium Solar,2,operating
Econais Inc.,2,operating
Econic Technologies,2,operating
Ecorithm,2,operating
Ecovative Design,2,operating
"Ecquire, Inc.",2,operating
Ecrio,2,operating
Ecube Labs,2,operating
Ecwid,2,operating
EdCourage,2,operating
EdSurge,2,operating
Eden Park Illumination,2,operating
Eden Rock Communications,2,operating
EdeniQ,2,operating
Edevate,2,operating
Edgar,2,operating
Edge Therapeutics,2,operating
EdgeCast Networks,1,acquired
EdgeConneX,2,operating
EdgeSpring,1,acquired
EdgeWave Inc.,2,operating
Edgecase (formerly Compare Metrics),2,operating
Edgeio,0,closed
Edgeware,2,operating
Edgewater Networks,2,operating
Edictive,2,operating
Edinburgh Robotics,0,closed
Edison DC Systems,2,operating
Edison Pharmaceuticals,2,operating
EditGrid,2,operating
Edmodo,2,operating
Edoome,2,operating
Edtrips,2,operating
EduSourced,2,operating
Education Development Center (EDC),2,operating
Education Elements,2,operating
Education.com,2,operating
Educreations,2,operating
Edumedics,2,operating
Eduora,2,operating
Edustation.me,2,operating
Edventures,2,operating
Edyn,2,operating
EeBria,2,operating
Efficient Drivetrains,2,operating
Efreightsolutions Holdings,2,operating
Egalet,2,operating
Egenera,2,operating
EggCartel,0,closed
Eglue Business Technologies,1,acquired
Egnyte,2,operating
Egomotion,2,operating
Egoscue,2,operating
Eguana Technologies Inc.,2,operating
Eiger BioPharmaceuticals,2,operating
Eightfold Logic,2,operating
Ejoy Technology,2,operating
Eka Software Solutions,2,operating
Eka Systems,1,acquired
Ekahau,2,operating
Ekinops,2,operating
Eko Devices,2,operating
Ekotrope,2,operating
Ekso Bionics,2,operating
Ektron,2,operating
Elance,2,operating
Elastic Path Software,2,operating
ElasticBox,2,operating
ElasticDot,2,operating
Elastica,2,operating
Elasticsearch,2,operating
Elastix Corporation,1,acquired
Elastra,0,closed
Elcelyx Therapeutics,2,operating
Eldarion,2,operating
Ele.me,2,operating
ElectraTherm,2,operating
Electric Cloud,2,operating
Electric Imp,2,operating
ElectroCore,2,operating
ElectroJet,2,operating
Electrochaea,2,operating
Electronic Compliance Solutions,2,operating
Electronic Payment and Services (EPS),2,operating
Element Labs,2,operating
Elemental Technologies,2,operating
Elementum,2,operating
Elevance Renewable Sciences,2,operating
Elevate Digital,2,operating
Elevation Pharmaceuticals,1,acquired
Eleven Biotherapeutics,2,operating
Eliason Media,0,closed
Elite Pharmaceuticals,2,operating
Elixir Pharmaceuticals,2,operating
Ella Health,2,operating
Ellevation,2,operating
Elli,2,operating
Ellipse Technologies,2,operating
Elliptic,2,operating
Elliptic Technologies,2,operating
"Ello, Inc.",2,operating
Elo7,2,operating
Elonics,2,operating
Eloqua,1,acquired
Eloquii,2,operating
EmSense,0,closed
Email Data Source,2,operating
Embark,1,acquired
Embarke,2,operating
Embedly,2,operating
Embee Mobile,2,operating
Ember,1,acquired
Embera NeuroTherapeutics,2,operating
EmboMedics,2,operating
Embotics,2,operating
Embrace Pet Insurance,2,operating
Embrane,2,operating
Embrella Cardiovascular,0,closed
Embue,2,operating
Emerald Therapeutics,2,operating
EmergenSee,2,operating
Emergent Game Technologies,1,acquired
Emergent One,0,closed
EmergentDetection,0,closed
Emerging Threats,2,operating
EmiSense Technologies,2,operating
Emmaus Medical,2,operating
Emme E2MS,2,operating
Emory University,2,operating
Emotive Communications,2,operating
Empire Avenue,2,operating
Empire Robotics,2,operating
Empiribox,2,operating
Employyd.com,2,operating
Empowered Careers,1,acquired
Emprego Ligado,2,operating
Emtrics,2,operating
EnChroma,2,operating
EnLink Geoenergy Services,2,operating
EnOcean,2,operating
EnStorage,2,operating
EnTouch Controls,2,operating
EnWave,2,operating
Enable Holdings,1,acquired
Enable Injections,2,operating
Enabled Employment,2,operating
Encap,2,operating
Encentiv Energy,2,operating
Encision,2,operating
Enclara Health,2,operating
Encoding.com,2,operating
Encore Alert,2,operating
Encover,2,operating
Encysive Pharmaceuticals,1,acquired
Endeca,1,acquired
Endeka Group,2,operating
Endgame,2,operating
EndoBiologics International,2,operating
EndoChoice,2,operating
EndoEvolution,2,operating
EndoGastric Solutions,2,operating
EndoShape,2,operating
EndoSphere,0,closed
EndoStim,2,operating
Endoclear,2,operating
Endocyte,2,operating
Endomondo,2,operating
Endosee,1,acquired
Endosense,1,acquired
EnduraCare AcuteCare,2,operating
Endurance Wind Power,2,operating
Enecsys,2,operating
Eneedo,2,operating
EnerG2,2,operating
EnerTrac,2,operating
EnerVault,2,operating
Energate,2,operating
Energid Technologies,2,operating
Energie Etiche,2,operating
Energy Focus,2,operating
Energy Pioneer Solutions,2,operating
Energy Telecom,2,operating
EnergyHub,1,acquired
EnergySavvy.com,2,operating
Enerkem,2,operating
Enertec Systems,2,operating
Enertiv,2,operating
Enervee,2,operating
Enevo,2,operating
Enforcer eCoaching,2,operating
Enforta,0,closed
EngagementHealth,2,operating
Engine Yard,2,operating
English Helper,2,operating
EnglishCentral,2,operating
Engrade,1,acquired
Enhatch,2,operating
Enigma Technologies,2,operating
Enigmatec,0,closed
Enikos,0,closed
Enjoyor,2,operating
Enkata Technologies,2,operating
Enkia,1,acquired
Enlighted,2,operating
Enliven Marketing Technologies,2,operating
Enlyton,2,operating
Enmetric Systems,2,operating
Enmotus,2,operating
Enobia Pharma,1,acquired
Enova Systems,2,operating
Enphase Energy,2,operating
Enpirion,1,acquired
Enplug,2,operating
Enroute Systems,2,operating
Ensenda,2,operating
Ensequence,2,operating
Ensighten,2,operating
Ensocare,2,operating
Enswers,2,operating
Ensygnia,2,operating
Ensysce Biosciences,2,operating
Entangled Media,2,operating
Entech Solar,2,operating
Entegrion,2,operating
Entellus Medical,2,operating
Entelo,2,operating
EnterpriseDB,2,operating
Enterra Feed,2,operating
Enthuse,2,operating
EnticeLabs,1,acquired
Entigral Systems,2,operating
Entomo,2,operating
EntomoPharm,2,operating
Entone Technologies,2,operating
Entourage Medical Technologies,2,operating
Entrada,2,operating
Entrecard,1,acquired
Enumeral Biomedical,2,operating
Enure Networks,0,closed
Enuygun.com,2,operating
Enventum,2,operating
Enverv,2,operating
Envia Systems,2,operating
Envio Networks,1,acquired
Environmental Operating Solutions,2,operating
Envision Healthcare,0,closed
Envision Solar,2,operating
Envivio,2,operating
Envoy Medical,2,operating
Envysion,2,operating
EoPlex Technologies,2,operating
Eons,0,closed
"Eonsmoke, LLC",2,operating
Ephesus Lighting,2,operating
EpiEP,0,closed
EpiSensor,2,operating
EpiVax,2,operating
Epic Playground,2,operating
Epic Sciences,2,operating
EpicPledge,2,operating
EpicTopic,2,operating
Epiclist,2,operating
Epigenomics AG,2,operating
Epion Health,2,operating
Epirus Biopharmaceuticals,2,operating
Episencial,2,operating
Epizyme,2,operating
Epocrates,1,acquired
Epoque,2,operating
Epos,2,operating
Epoxy,2,operating
Eqalix,2,operating
Equallogic,1,acquired
Equidam,2,operating
Equinext,2,operating
Equity Administration Solutions,2,operating
EquityNet,2,operating
Ernie's,0,closed
EsLife,2,operating
Escapia,1,acquired
Eso Technologies,2,operating
Esperance Pharmaceuticals,2,operating
Esperion Therapeutics,2,operating
Essence Group Holdings,2,operating
"Essess, Inc",2,operating
Essia Health,2,operating
Estately,2,operating
Estech,1,acquired
Estify,2,operating
Estimize,2,operating
"Estimote, Inc.",2,operating
Estoreify,2,operating
Etalia,2,operating
Etaoshi,2,operating
Etece,2,operating
Etelos,0,closed
EternoGen,2,operating
"Ether Optronics (Suzhou) Co., Ltd.",2,operating
Ethical Electric,2,operating
Etsy,2,operating
Eubios Therapeutica Private Limited,2,operating
Eucalyptus Systems,1,acquired
Euclid,2,operating
Euclid Systems,2,operating
Euclises Pharmaceuticals,2,operating
Eurekster,0,closed
EuroSite Power,2,operating
Euthymics Bioscience,2,operating
EvaluAgent,2,operating
Evaneos,2,operating
Evaporcool,2,operating
Eve Biomedical,2,operating
Eve Tab,2,operating
Eved,2,operating
Event Farm,2,operating
EventKloud,2,operating
EventRegist,2,operating
EventVue,0,closed
Eventbrite,2,operating
Eventful,1,acquired
Eventials,2,operating
Eventioz,1,acquired
Eventstagr.am,2,operating
Eventyard,2,operating
EverCharge,2,operating
EverPresent,2,operating
EverSpin Technologies,2,operating
EverTrue,2,operating
Everbridge,2,operating
Everest,2,operating
Everfi,2,operating
Evergage,2,operating
Everimaging Technology,2,operating
Everist Health,2,operating
Everlasting Footprint,2,operating
Everlater,1,acquired
Everlaw,2,operating
Evermede,2,operating
Evermind,2,operating
Evernote,2,operating
Everpix,2,operating
Everplaces,2,operating
Everpurse,2,operating
Everset Acquisition Holdings,2,operating
Everstring,2,operating
Everwise,2,operating
EveryMove,2,operating
EveryScape,2,operating
Everyday Health,2,operating
Everyone Counts,2,operating
Everypoint,2,operating
Everypost,2,operating
Everything But The House (EBTH),2,operating
EverythingMe,2,operating
Evgen,2,operating
Evi,1,acquired
Evident.io,2,operating
Evirx,2,operating
Evisors,2,operating
EvoApp,0,closed
Evogen,2,operating
Evoke Pharma,2,operating
Evoleen,2,operating
Evolucion Innovations,2,operating
Evolv,1,acquired
Evolva,2,operating
Evostor,1,acquired
Evotec,2,operating
Evoz,2,operating
Evri,2,operating
Evtron,2,operating
Ewireless,2,operating
ExaGrid Systems,2,operating
Exablox,2,operating
Exabre,0,closed
Exacaster,2,operating
ExactTarget,1,acquired
Exagen Diagnostics,2,operating
Exajoule,2,operating
Exalt Communications,2,operating
ExamSoft Worldwide,2,operating
Exara,2,operating
Exari Systems,2,operating
Exavio,2,operating
Excelimmune,2,operating
Exchange Corporation,2,operating
Exclusively.in,1,acquired
ExecOnline,2,operating
Execution Labs,2,operating
Executive Trading Solutions,2,operating
Exegy,2,operating
Exeo Entertainment,2,operating
Exiles,2,operating
Exinda,2,operating
Exit Games,2,operating
Exit41,0,closed
Exmovere,2,operating
Exo Labs,2,operating
Exo Protein Bars,2,operating
Exodos Life Science Partners,2,operating
Exodus Payment Systems,2,operating
Exogenesis,2,operating
Exoprise,2,operating
Exos,1,acquired
Exosect,2,operating
Exosite,2,operating
Exosome Diagnostics,2,operating
Exostat Medical,2,operating
Expan,2,operating
Expand Beyond,2,operating
Expand Networks,1,acquired
Expandly,2,operating
Expect Labs,2,operating
ExpenseBot,2,operating
Expensify,2,operating
Experience Headphones,2,operating
Experifun,2,operating
Experiment,2,operating
Expert Networks,2,operating
Expert Planet,2,operating
ExpertBeacon,2,operating
ExpertFile,2,operating
Experts 911,2,operating
Explorys,2,operating
ExteNet Systems,2,operating
Extend Labs,2,operating
Extend Media,1,acquired
Extended Care Information Network,1,acquired
Extension Entertainment,2,operating
Exterity,2,operating
ExtraHop Networks,2,operating
Extreme Enterprises,0,closed
Extreme Reach,2,operating
Extreme Reality,2,operating
Extreme Seo Internet Solutions,2,operating
Extreme Startups,2,operating
Extricom,2,operating
Eye-Fi,2,operating
EyeEm,2,operating
EyeGate Pharmaceuticals,2,operating
EyeIC,2,operating
EyeJot,2,operating
EyeNetra,2,operating
EyeScience,2,operating
EyeVerify,2,operating
Eyegroove,2,operating
Eyestorm,2,operating
Eyeview,2,operating
Ezakus,2,operating
Ezetap,2,operating
Ezra Innovations,2,operating
Ezuza,2,operating
F-Origin,2,operating
F2G,2,operating
FAMICITY,2,operating
FClub,2,operating
FFFavs,2,operating
FINsix Corporation,2,operating
FIO,2,operating
FLEXIROAM,2,operating
FLIP4NEW,2,operating
FMS Midwest Dialysis Centers,2,operating
FONU2,2,operating
FORA.tv,2,operating
FOREVERVOGUE.COM,2,operating
FORMA Therapeutics,2,operating
FORVM,2,operating
FPSI,2,operating
FRS,2,operating
FRX Polymers,2,operating
FSAstore.com,2,operating
FSP Instruments,2,operating
FTL SOLAR,2,operating
FTRANS,2,operating
FUELUP,2,operating
FX Bridge,2,operating
Fab,2,operating
FabriQate,2,operating
Fabule,2,operating
Face++,2,operating
Face.com,1,acquired
FaceFirst (Airborne Biometrics),2,operating
Facebook,2,operating
Facet Solutions,2,operating
Facio,2,operating
Facishare,2,operating
Faction Skis,2,operating
Factonomy,2,operating
Factual,2,operating
FairShare,2,operating
Fairphone,2,operating
Fallbrook Technologies,2,operating
FameBit,2,operating
FameCast,0,closed
Famigo,2,operating
Familiar,1,acquired
Family Archival Solutions,2,operating
FamilyLeaf,1,acquired
FamilyLink,2,operating
Famo.us,2,operating
FanBridge,2,operating
FanDuel,2,operating
FanFueled,2,operating
FanGo,1,acquired
FanIQ,2,operating
FanSnap,0,closed
FanTree,2,operating
FanXchange,2,operating
Fanatics,1,acquired
Fanchimp,2,operating
Fancloud,2,operating
Fancred,2,operating
Fancy,2,operating
FancyBox,2,operating
Fanear,2,operating
Fangtek,2,operating
Fanium,2,operating
Fannabee,2,operating
Fanplayr,2,operating
Fanta-Z Holdings,2,operating
Fantasy Shopper,2,operating
FantasyHub,2,operating
Fantazzle Fantasy Sports Games,2,operating
Fantom,2,operating
Fantoo,2,operating
Fantrotter,2,operating
Fanwards,2,operating
Fanzila,2,operating
Fanzo,2,operating
Fanzter,2,operating
Fanzy,2,operating
Fara,2,operating
Faraday,2,operating
Farecast,1,acquired
Farfetch,2,operating
Farm At Hand,2,operating
FarmDrop,2,operating
FarmLogs,2,operating
Farmeron,2,operating
Farmia,2,operating
Farmigo,2,operating
Fashinating,2,operating
Fashion & You,2,operating
Fashion Playtes,0,closed
Fashion Project,2,operating
FastCAP,2,operating
FastPay,2,operating
FastScaleTechnology,1,acquired
FastSoft,1,acquired
Fastacash,2,operating
Fastlane Ventures,2,operating
Fastly,2,operating
Fastnote,2,operating
Fastpoint Games,1,acquired
Fastr,2,operating
Fat Spaniel Technologies,1,acquired
Fate Therapeutics,2,operating
Favor,2,operating
Fe3 Medical,2,operating
Fear Hunters,2,operating
Feathr,2,operating
Featurespace,2,operating
FedBid,2,operating
Federal Finance,2,operating
Federated Media,2,operating
Federspiel Corp,2,operating
FeeFighters,1,acquired
FeeX - Robin Hood of Fees,2,operating
FeedBurner,1,acquired
FeedVisor,2,operating
Feedbooks,2,operating
Feedzai,2,operating
Feeligo,2,operating
Feidee,2,operating
FemaleDaily Network,2,operating
Femasys,2,operating
FemmePharma Global Healthcare,2,operating
Femta Pharmaceuticals,0,closed
Ferevo,2,operating
Fermentalg,2,operating
Ferric Semiconductor,2,operating
FerroKin Biosciences,2,operating
FertilityAuthority,2,operating
Festicket,2,operating
FetchDog,0,closed
Ffrees Family Finance,2,operating
FibeRio,2,operating
FiberZone Networks,2,operating
Fiberstar,2,operating
FibroGen,2,operating
Fibroblast,2,operating
Fibrocell Science,2,operating
Fidelis,2,operating
Fidelis Security Systems,2,operating
Fidelis SeniorCare,2,operating
FidusNet,2,operating
FieldAware,2,operating
FieldLens,2,operating
FieldView Solutions,2,operating
Fieldglass,1,acquired
Fielding Systems,2,operating
Fiesta Frog,2,operating
Fiestah,2,operating
Fifth Generation Systems,0,closed
Fifty100,2,operating
FiftyThree,2,operating
FightMe,2,operating
Figure 1,2,operating
Figure 8 Surgical,2,operating
Fiksu,2,operating
Filament Labs,2,operating
Filao,0,closed
Filement,2,operating
Filepicker.io,2,operating
FilmLoop,0,closed
FilmMe,2,operating
FilmTrack,2,operating
Filmaka,2,operating
Filmaster,2,operating
Filmijob,2,operating
Filmmortal,2,operating
Filter Squad,2,operating
FilterBoxx Water & Environmental,2,operating
FilterEasy,2,operating
Filtrbox,1,acquired
FinAnalytica,2,operating
Finalta,2,operating
Financeit,2,operating
Financial Information Network & Operations Pvt,0,closed
FinancialForce.com,2,operating
Finanzchef24,2,operating
Finario,2,operating
Find Invest Grow (FIG),2,operating
FindMySong,2,operating
FindTheBest,2,operating
Findery,2,operating
Finexkap,2,operating
Fingerprint,2,operating
Finjan,1,acquired
Finsphere,2,operating
Fio,2,operating
Fippex,2,operating
FireBlade,2,operating
FireEye,2,operating
FireHost,2,operating
FireScope,2,operating
Firebase,1,acquired
Firecomms,1,acquired
Firefly BioWorks,2,operating
Firefly Energy,2,operating
Firefly Mobile,2,operating
Firespotter Labs,2,operating
Firethorn,1,acquired
Firetide,2,operating
Firework,2,operating
Firm58,2,operating
Firmafon,2,operating
Firmex,2,operating
First Coverage,2,operating
First Insight,2,operating
First Meta,2,operating
First Opinion,2,operating
First To File,2,operating
First Warning Systems,2,operating
First Wave Technologies,2,operating
First Wind,1,acquired
First30Days,2,operating
FirstBest,2,operating
FirstCry.com,2,operating
FirstFuel Software,2,operating
FirstHand Technologies,1,acquired
FirstJob,2,operating
FirstJob.me,2,operating
FirstRain,2,operating
FiscalNote,2,operating
Fischer Medical Technologies,2,operating
FishBrain,2,operating
Fishbowl,2,operating
Fisker Automotive,1,acquired
Fisoc,2,operating
FitLinxx,2,operating
FitStar,2,operating
Fitbay,2,operating
Fitbit,2,operating
Fitcline,2,operating
Fitfully,2,operating
Fitly,2,operating
Fitmoo,2,operating
Fitnet,2,operating
Fits.me,2,operating
Five Prime Therapeutics,2,operating
Five Star Technologies,2,operating
Five minutes,0,closed
Five9,2,operating
FiveRuns,1,acquired
FiveStars,2,operating
Fiverr.com,2,operating
Fix8,2,operating
FixNix Inc.,2,operating
Fixes 4 Kids,2,operating
Fixmo,1,acquired
Fixmo Carrier Services,2,operating
Fixya,2,operating
FlagTap,2,operating
Flash Networks,2,operating
Flash Ventures,0,closed
Flashnotes,2,operating
Flaskon,2,operating
Flat World Education,2,operating
FlatBurger,0,closed
FlatClub,2,operating
FlatFrog Laboratories,2,operating
Flatiron Health,2,operating
Flaviar,2,operating
Flavourly,2,operating
Fleck - The Bigger Picture,2,operating
Fleep,2,operating
Fleet Entertainment Group,2,operating
FleetMatics,2,operating
Fleksy,2,operating
Flex Biomedical,2,operating
FlexEnergy,2,operating
FlexMinder,2,operating
FlexScore,2,operating
Flexiant,1,acquired
Flexible Medical Systems,2,operating
Flexion Therapeutics,2,operating
Flextrip,1,acquired
Flexuspine,2,operating
Flight Steward,2,operating
FlightCar,2,operating
Fligoo,2,operating
Flinja,2,operating
Flint,2,operating
Flinto,2,operating
FlipKey,1,acquired
Flipboard,2,operating
Flipcause,2,operating
Flipiture,2,operating
Flipkart,2,operating
Flipora,2,operating
Flipps,2,operating
Flipter,1,acquired
Fliptop,2,operating
Fliptu,2,operating
Fliqq,2,operating
Fliqz,1,acquired
Flirq,2,operating
Flirtomatic,2,operating
Flite,2,operating
Flixel Photos,2,operating
Flixlab,2,operating
Flixster,1,acquired
Flixwagon,2,operating
Flo Water,2,operating
FloQast,2,operating
Flocations,2,operating
Flock,1,acquired
Flocktory,2,operating
Flomio,2,operating
Floop,0,closed
Floop Technologies,2,operating
Floored,2,operating
Floqq,2,operating
Flotype,2,operating
Flow Search Corporation,2,operating
FlowBelow Aero,2,operating
FlowCo,2,operating
FlowPay,2,operating
FlowPlay,2,operating
Flowify Limited,2,operating
Flowonix,2,operating
FluGen,2,operating
Flubit Limited,2,operating
Flud,0,closed
Fluency,2,operating
Fluidigm,2,operating
Fluidinfo,2,operating
Fluidnet,2,operating
Fluoresentric,2,operating
FluoroPharma,2,operating
Flurry,1,acquired
Fluxion Biosciences,2,operating
Fluxome,1,acquired
Fly Apparel,2,operating
Fly Media,2,operating
FlyCast,0,closed
FlyData,2,operating
Flyby Media,2,operating
"Flyer, Inc.",2,operating
FlyingCodes,2,operating
Flypaper,1,acquired
Flypay,2,operating
Flypost.co,2,operating
Flytenow,2,operating
Flywheel,2,operating
Flywheel Software,2,operating
Flyzik,2,operating
Fnbox,2,operating
Foap AB,2,operating
Focus Media,2,operating
Fogg Mobile,2,operating
Folica,2,operating
FolioDynamix,1,acquired
Follica,2,operating
Followap,1,acquired
Fon,2,operating
Fonality,2,operating
FoneSense,2,operating
Fonemesh,0,closed
Foneshow,2,operating
Fontacto,2,operating
Food Genius,2,operating
Food52,2,operating
FoodBox,2,operating
FoodBuzz,1,acquired
FoodEssentials,2,operating
FoodShootr,2,operating
Fooda,2,operating
Foodem,2,operating
Foodily,2,operating
Foodista,2,operating
Foodlve,2,operating
Foodspotting,1,acquired
Foodzie,1,acquired
FootballScout,2,operating
Footmarks,2,operating
Footnote,1,acquired
ForSight Labs,2,operating
Fora,2,operating
Force Impact Technologies,2,operating
Force-A,2,operating
Force10 Networks,2,operating
ForeScout Technologies,2,operating
Forefront TeleCare,2,operating
Forensic Logic,2,operating
Forerun,2,operating
Foresight Biotherapeutics,2,operating
Forever,2,operating
Forgame,2,operating
ForgeRock,2,operating
Forkforce,2,operating
FormaFina,2,operating
Format Dynamics,2,operating
Formatta,2,operating
Formisimo,2,operating
Formlabs,2,operating
Formotus,2,operating
Formspring,1,acquired
Forte Design Systems,2,operating
Forter,2,operating
Fortress Risk Management,2,operating
Fortscale,2,operating
Forus Health,2,operating
Forward Health Group,2,operating
FotoSwipe,2,operating
Fotolia,2,operating
Fotomoto,1,acquired
FoundValue,2,operating
Foundation Medicine,2,operating
Foundation Radiology Group,2,operating
FoundationDB,2,operating
Foundshopping.com,0,closed
Four Interactive,2,operating
Foursquare,2,operating
FourthWall Media,2,operating
FoxyTasks,2,operating
Fractal Analytics,2,operating
Fracture,2,operating
Fractyl Laboratories,2,operating
Framehawk,1,acquired
Frank & Oak,2,operating
Frankly Chat,2,operating
Fraudwall Technologies,2,operating
Freak'n Genius,2,operating
FreakOut,2,operating
